Hofname,clean_address,Wohnungen,Lokale
Budinskygasse 10,"1190 Wien, Budinskygasse",70,4
Neustift am Walde 69-71,"1190 Wien, Neustift am Walde",23,1
Ella-Briggs-Hof,"1190 Wien, Philippovichgasse",43,2
Sieveringer Straße 25,"1190 Wien, Sieveringer Straße",23,5
Scherpegasse 1a,"1190 Wien, Scherpegasse",25,1
Heiligenstädter Straße 166-168,"1190 Wien, Heiligenstädter Straße",91,7
Krottenbachstraße 183,"1190 Wien, Krottenbachstraße",14,1
Heiligenstädter Straße 163,"1190 Wien, Heiligenstädter Straße",152,9
Kahlenberger Straße 7-9,"1190 Wien, Kahlenberger Straße",42,1
Grinzinger Straße 123-131,"1190 Wien, Grinzinger Straße",58,1
Probusgasse 14-16,"1190 Wien, Probusgasse",21,3
Silbergasse 4,"1190 Wien, Silbergasse",69,7
Boschstraße 20-22,"1190 Wien, Boschstraße",166,4
Weinberggasse 17,"1190 Wien, Weinberggasse",231,9
Heiligenstädter Straße 165,"1190 Wien, Heiligenstädter Straße",127,6
Krottenbachstraße 90-92,"1190 Wien, Krottenbachstraße",105,3
Heiligenstädter Straße 129,"1190 Wien, Heiligenstädter Straße",47,1
Rudolf-Sarközi-Hof,"1190 Wien, Springsiedelgasse",181,5
Grinzinger Straße 49,"1190 Wien, Grinzinger Straße",18,0
Flotowgasse 7,"1190 Wien, Flotowgasse",176,4
Krottenbachstraße 94-96,"1190 Wien, Krottenbachstraße",89,2
Weimarer Straße 110,"1190 Wien, Weimarer Straße",34,2
Krottenbachstraße 39-41,"1190 Wien, Krottenbachstraße",38,0
Anton Proksch-Hof,"1190 Wien, Grinzinger Straße",394,26
Heiligenstädter Straße 141-145,"1190 Wien, Heiligenstädter Straße",283,20
Sieveringer Straße 163,"1190 Wien, Sieveringer Straße",24,2
Billrothstraße 61,"1190 Wien, Billrothstraße",16,1
Prof. Harry-Glöckner-Hof,"1190 Wien, Paradisgasse",99,6
Grinzinger Straße 2,"1190 Wien, Grinzinger Straße",30,5
Mira-Lobe-Hof,"1190 Wien, Boschstraße",273,12
Hansi-Lang-Hof,"1190 Wien, Hutweidengasse",110,3
Richard-Stockinger-Hof,"1190 Wien, Cottagegasse",56,1
Krottenbachstraße 69-73,"1190 Wien, Krottenbachstraße",47,9
Krottenbachstraße 42-46,"1190 Wien, Krottenbachstraße",99,9
Hameaustraße 2-4,"1190 Wien, Hameaustraße",71,2
Sickenberggasse 11a,"1190 Wien, Sickenberggasse",34,2
Daringergasse 10,"1190 Wien, Daringergasse",24,1
Greinergasse 3,"1190 Wien, Greinergasse",26,1
Grinzinger Allee 19,"1190 Wien, Paradisgasse",38,6
Heiligenstädter Straße 167-171,"1190 Wien, Heiligenstädter Straße",40,7
Görgengasse 9-11,"1190 Wien, Görgengasse",241,9
Sickenberggasse 1-5,"1190 Wien, Sickenberggasse",35,6
Sieveringer Straße 102,"1190 Wien, Sieveringer Straße",15,2
An den langen Lüssen 17-27,"1190 Wien, An den langen Lüssen",6,3
Heiligenstädter Straße 152,"1190 Wien, Heiligenstädter Straße",18,3
Görgengasse 26,"1190 Wien, Görgengasse",195,20
Kaasgrabengasse 3a,"1190 Wien, Kaasgrabengasse",35,1
Börnergasse 15,"1190 Wien, Börnergasse",72,7
Krottenbachstraße 104,"1190 Wien, Krottenbachstraße",97,1
Krottenbachstraße 110,"1190 Wien, Krottenbachstraße",200,6
Krottenbachstraße 106,"1190 Wien, Krottenbachstraße",293,21
Kratzlgasse 3,"1190 Wien, Kratzlgasse",95,0
Börnergasse 3,"1190 Wien, Börnergasse",168,18
Budinskygasse 25-29,"1190 Wien, Budinskygasse",36,2
Görgengasse 8,"1190 Wien, Görgengasse",39,0
Eichelhofstraße 2,"1190 Wien, Eichelhofstraße",47,0
Krottenbachstraße 122,"1190 Wien, Krottenbachstraße",232,2
Heiligenstädter Straße 327-331,"1190 Wien, Heiligenstädter Straße",21,2
Hutweidengasse 64,"1190 Wien, Hutweidengasse",51,1
Hardtgasse 14,"1190 Wien, Hardtgasse",20,0
Gerda-Lerner-Hof,"1190 Wien, Pyrkergasse",18,1
Greinergasse 20,"1190 Wien, Greinergasse",15,1
Hardtgasse 10-12,"1190 Wien, Hardtgasse",31,1
Arbesbachgasse 20,"1190 Wien, Arbesbachgasse",34,0
Arbesbachgasse 14-16,"1190 Wien, Arbesbachgasse",21,0
Gatterburggasse 2c,"1190 Wien, Gatterburggasse",19,0
Obkirchergasse 12-14,"1190 Wien, Obkirchergasse",9,0
Burghardtgasse 30,"1200 Wien, Burghardtgasse",18,0
Manfred-Ackermann-Hof,"1200 Wien, Brigittaplatz",20,1
Friedrich-Engels-Platz 1,"1200 Wien, Friedrich-Engels Platz",150,11
Vorgartenstraße 93,"1200 Wien, Vorgartenstraße",19,2
Brigittenauer Lände 138-142,"1200 Wien, Brigittenauer Lände",54,1
Pappenheimgasse 29,"1200 Wien, Pappenheimgasse",126,5
Brigittenauer Lände 170-172,"1200 Wien, Brigittenauer Lände",314,1
Leystraße 19-21,"1200 Wien, Leystraße",375,3
Wehlistraße 32-38,"1200 Wien, Wehlistraße",117,6
Friedrich-Engels-Platz 17,"1200 Wien, Friedrich-Engels-Platz",111,4
Wehlistraße 40,"1200 Wien, Wehlistraße",27,1
Kapaunplatz 4-6,"1200 Wien, Kapaunplatz",285,4
Kapaunplatz 7,"1200 Wien, Kapaunplatz",819,5
Treustraße 62,"1200 Wien, Treustraße",19,2
Vorgartenstraße 83-85,"1200 Wien, Vorgartenstraße",70,4
Leystraße 119,"1200 Wien, Leystraße",51,1
Engerthstraße 82,"1200 Wien, Engerthstraße",221,8
Kluckygasse 11-13,"1200 Wien, Kluckygasse",31,1
Adalbert-Stifter-Straße 23-31,"1200 Wien, Adalbert-Stifter-Straße",402,17
Treustraße 61-69,"1200 Wien, Treustraße",272,6
Engerthstraße 132,"1200 Wien, Engerthstraße",20,0
Griegstraße 1-3,"1200 Wien, Griegstraße",219,5
Wallensteinstraße 68-72,"1200 Wien, Wallensteinstraße",174,15
Erna-Musik-Hof,"1200 Wien, Klosterneuburger Straße",196,7
Johann Böhm Wohnhausanlage,"1200 Wien, Brigittaplatz",437,7
Burghardtgasse 32-38,"1200 Wien, Burghardtgasse",75,1
Josef-Baldermann-Hof,"1200 Wien, Pasettistraße",172,2
Leystraße 38,"1200 Wien, Leystraße",17,0
Dresdner Straße 48-54,"1200 Wien, Dresdner Straße",155,9
Bäuerlegasse 31,"1200 Wien, Bäuerlegasse",61,2
Jägerstraße 89-95,"1200 Wien, Jägerstraße",542,7
Winarskystraße 1-3,"1200 Wien, Winarskystraße",48,2
Friedrich-Engels-Platz 21,"1200 Wien, Friedrich-Engels-Platz",154,13
Marchfeldstraße 16-18,"1200 Wien, Marchfeldstraße",173,11
Brigittenauer Lände 48,"1200 Wien, Brigittenauer Lände",59,0
Vorgartenstraße 31-35,"1200 Wien, Vorgartenstraße",116,1
Burghardtgasse 22,"1200 Wien, Burghardtgasse",18,0
Hartlgasse 28-30,"1200 Wien, Hartlgasse",160,1
Pappenheimgasse 10-16,"1200 Wien, Pappenheimgasse",137,4
Treustraße 58-60,"1200 Wien, Treustraße",58,1
Hartlgasse 40,"1200 Wien, Hartlgasse",13,1
Hellwagstraße 16a,"1200 Wien, Hellwagstraße",27,2
Mengergasse 66-70,"1210 Wien, Mengergasse",90,0
Leopoldauer Straße 79-81,"1210 Wien, Leopoldauer Straße",121,18
Schloßhofer Straße 42,"1210 Wien, Schloßhofer Straße",17,0
Pregartengasse 6-8,"1210 Wien, Pregartengasse",28,0
Kirchhoffgasse 6,"1210 Wien, Kirchhoffgasse",11,0
Kirchhoffgasse 3,"1210 Wien, Kirchhoffgasse",12,1
Brünner Straße 130-134,"1210 Wien, Brünner Straße",106,22
Justgasse 9-27,"1210 Wien, Justgasse",112,13
Mühlschüttelgasse 55-57,"1210 Wien, Mühlschüttelgasse",73,5
Berzeliusgasse 9-13,"1210 Wien, Berzeliusgasse",134,18
Margarethe-Trappl-Hof,"1210 Wien, Stammersdorfer Straße",25,3
Prager Straße 56-58,"1210 Wien, Prager Straße",64,6
Brünner Straße 108-110,"1210 Wien, Brünner Straße",98,5
Carrogasse 1-5,"1210 Wien, Carrogasse",167,12
Aistgasse 8-30,"1210 Wien, Aistgasse",380,9
Fultonstraße 5-11,"1210 Wien, Fultonstraße",134,16
Franklinstraße 20,"1210 Wien, Franklinstraße",241,16
Ringelseegasse 11-15,"1210 Wien, Ringelseegasse",113,7
Scheydgasse 3-15,"1210 Wien, Scheydgasse",34,6
Anton-Störck-Gasse 53-55,"1210 Wien, Anton-Störck-Gasse",53,4
Gebauergasse 10,"1210 Wien, Gebauergasse",23,0
Josef-Baumann-Gasse 65-67,"1210 Wien, Josef-Baumann-Gasse",49,6
Ruthnergasse 56-60,"1210 Wien, Ruthnergasse",553,15
Beethoven-Hof,"1210 Wien, O'Brien-Gasse",62,3
Donaufelder Straße 44,"1210 Wien, Donaufelder Straße",92,6
Werndlgasse 11-19,"1210 Wien, Werndlgasse",155,6
Schöpfleuthnergasse 8-16,"1210 Wien, Schöpfleuthnergasse",137,8
Bessemerstraße 10-16,"1210 Wien, Bessemerstraße",128,6
Werndlgasse 14-18,"1210 Wien, Werndlgasse",526,13
Frömmlgasse 30-32,"1210 Wien, Frömmlgasse",16,0
O'Brien-Gasse 25-27,"1210 Wien, O'Brien-Gasse",22,0
Scheffelstraße 24,"1210 Wien, Scheffelstraße",31,2
Jedleseer Straße 79-95,"1210 Wien, Jedleseer Straße",1246,83
Gmündstraße 1,"1210 Wien, Gmündstraße",193,11
Justgasse 6-14,"1210 Wien, Justgasse",148,9
Siemensstraße 21-55,"1210 Wien, Siemensstraße",1573,128
Ostmarkgasse 48,"1210 Wien, Ostmarkgasse",95,1
Leopoldauer Straße 107-113,"1210 Wien, Leopoldauer Straße",99,3
Stammersdorfer Straße 116-120,"1210 Wien, Stammersdorfer Straße",33,5
Gerichtsgasse 10,"1210 Wien, Gerichtsgasse",13,0
Morelligasse 1-3,"1210 Wien, Morelligasse",113,5
Kahlgasse 9-11,"1210 Wien, Kahlgasse",32,0
Donaufelder Straße 20,"1210 Wien, Donaufelder Straße",20,1
Kirchhoffgasse 13,"1210 Wien, Kirchhoffgasse",20,0
Josef-Flandorfer-Straße 75,"1210 Wien, Josef-Flandorfer-Straße",18,0
Schenkendorfgasse 49-53,"1210 Wien, Schenkendorfgasse",63,2
Voltagasse 55-63,"1210 Wien, Voltagasse",179,4
Wenhartgasse 20,"1210 Wien, Wenhartgasse",25,1
Franz-Jonas-Hof,"1210 Wien, Prager Straße",338,17
Brünner Straße 97-99,"1210 Wien, Brünner Straße",66,3
Amtsstraße 42,"1210 Wien, Amtsstraße",31,2
Rußbergstraße 24,"1210 Wien, Rußbergstraße",142,10
Roda-Roda-Gasse 4,"1210 Wien, Roda-Roda-Gasse",191,8
Roda-Roda-Gasse 6,"1210 Wien, Roda-Roda-Gasse",24,0
Frömmlgasse 2-4,"1210 Wien, Frömmlgasse",171,6
Roggegasse 44-46,"1210 Wien, Roggegasse",51,2
Ödenburger Straße 73-85,"1210 Wien, Ödenburger Straße",320,7
Nordmanngasse 14-16,"1210 Wien, Nordmanngasse",74,0
Frömmlgasse 1,"1210 Wien, Frömmlgasse",14,0
Edergasse 1-3,"1210 Wien, Edergasse",131,12
Berlagasse 1,"1210 Wien, Berlagasse",282,6
Franz-Petritsch-Hof,"1210 Wien, Jedleseer Straße",247,6
Justgasse 29,"1210 Wien, Justgasse",695,15
Mühlweg 43,"1210 Wien, Mühlweg",273,2
Rußbergstraße 11,"1210 Wien, Rußbergstraße",92,10
Mühlschüttelgasse 7-11,"1210 Wien, Mühlschüttelgasse",53,0
Theodor-Körner-Gasse 28,"1210 Wien, Theodor-Körner-Gasse",16,2
Donaufelder Straße 22,"1210 Wien, Donaufelder Straße",27,13
Rußbergstraße 94-100,"1210 Wien, Rußbergstraße",23,5
Pastorstraße 22,"1210 Wien, Pastorstraße",145,2
Oswald-Redlich-Straße 36,"1210 Wien, Oswald-Redlich-Straße",180,15
Brünner Straße 188,"1210 Wien, Brünner Straße",217,1
Otto-Felix-Kanitz-Hof,"1210 Wien, Kummergasse",189,6
Jedlersdorfer Straße 294,"1210 Wien, Jedlersdorfer Straße",70,8
Hanreitergasse 3,"1210 Wien, Hanreitergasse",289,6
Konstanziagasse 44,"1220 Wien, Konstanziagasse",122,10
Schüttaustraße 14,"1220 Wien, Schüttaustraße",0,0
Langobardenstraße 207,"1220 Wien, Langobardenstraße",16,1
Rudolf-Huber-Hof,"1220 Wien, Quadenstraße",743,5
Meißnergasse 4-6,"1220 Wien, Meißnergasse",123,4
Wagramer Straße 97-103,"1220 Wien, Wagramer Straße",349,14
Albert-Schultz-Hof,"1220 Wien, Erzherzog-Karl-Straße",185,29
Moissigasse 19,"1220 Wien, Moissigasse",209,19
Steigenteschgasse 11,"1220 Wien, Steigenteschgasse",15,5
Kraygasse 89,"1220 Wien, Kraygasse",27,1
Langobardenstraße 23-27,"1220 Wien, Langobardenstraße",219,7
Erzherzog-Karl-Straße 84-88,"1220 Wien, Erzherzog-Karl-Straße",98,7
Donaustadtstraße 44,"1220 Wien, Donaustadtstraße",85,1
Donaufelder Straße 208-214,"1220 Wien, Donaufelder Straße",102,1
Baschgasse 21,"1220 Wien, Baschgasse",12,1
Stallarngasse 34-40,"1220 Wien, Stallarngasse",24,3
Pirquetgasse 9,"1220 Wien, Pirquetgasse",308,0
Eßlinger Hauptstraße 76,"1220 Wien, Eßlinger Hauptstraße",79,5
Oberdorfstraße 4-8,"1220 Wien, Oberdorfstraße",75,6
Agavenweg 26,"1220 Wien, Agavenweg",23,2
Schüttaustraße 20-40,"1220 Wien, Schüttaustraße",414,16
Mendelssohngasse 2,"1220 Wien, Mendelssohngasse",37,2
Wimpffengasse 37-39,"1220 Wien, Wimpffengasse",59,0
Hirschstettner Straße 2-4,"1220 Wien, Hirschstettner Straße",45,2
Schüttaustraße 4-18,"1220 Wien, Schüttaustraße",246,25
Wagramer Straße 55-61,"1220 Wien, Wagramer Straße",231,17
Wagramer Straße 164-168,"1220 Wien, Wagramer Straße",82,3
Viktor-Kaplan-Straße 1-9,"1220 Wien, Viktor-Kaplan-Straße",127,0
Meißauergasse 2,"1220 Wien, Meißauergasse",117,2
Hirschstettner Straße 12-20,"1220 Wien, Hirschstettner Straße",332,8
Siebenbürgerstraße 2-12,"1220 Wien, Siebenbürgerstraße",855,10
Spargelfeldstraße 194-198,"1220 Wien, Spargelfeldstraße",35,3
Siebenbürgerstraße 28-48,"1220 Wien, Siebenbürgerstrasse",222,1
Rugierstraße 30-42,"1220 Wien, Rugierstrasse",126,1
Tietzestraße 2,"1220 Wien, Tietzestraße",523,6
Aribogasse 28,"1220 Wien, Aribogasse",470,6
Langobardenstraße 63a,"1220 Wien, Langobardenstraße",32,4
Rugierstraße 26,"1220 Wien, Rugierstraße",166,4
Hans-Steger-Gasse 13,"1220 Wien, Hans-Steger-Gasse",54,4
Anton-Sattler-Gasse 82-84,"1220 Wien, Anton-Sattler-Gasse",166,1
Pogrelzstraße 2,"1220 Wien, Pogrelzstraße",125,2
Mergenthalerplatz 1,"1220 Wien, Mergenthalerplatz",16,8
Steigenteschgasse 136-140,"1220 Wien, Steigenteschgasse",24,3
Karl-Grübl-Weg 39-41,"1220 Wien, Karl-Grübl-Weg",26,0
Wagramer Straße 95,"1220 Wien, Wagramer Straße",202,9
Polgarstraße 25,"1220 Wien, Polgarstraße",135,0
Franz-Karl-Effenberg-Hof,"1220 Wien, Ziegelhofstraße",480,14
Quadenstraße 65-67,"1220 Wien, Quadenstraße",376,7
Pirquetgasse 6,"1220 Wien, Pirquetgasse",72,2
Rennbahnweg 27,"1220 Wien, Rennbahnweg",2422,76
Wagramer Straße 162,"1220 Wien, Wagramer Straße",43,3
Melangasse 1-5,"1220 Wien, Melangasse",179,9
Am Heidjöchl 14,"1220 Wien, Am Heidjöchl",641,23
Pogrelzstraße 25,"1220 Wien, Pogrelzstraße",49,0
Markomannenstraße 27-31,"1220 Wien, Markomannenstraße",44,0
Langobardenstraße 128,"1220 Wien, Langobardenstraße",253,7
Jakob-Sommerbauer-Straße 3,"1230 Wien, Jakob-Sommerbauer-Straße",3,1
Leo-Mathauser-Gasse 73,"1230 Wien, Leo-Mathauser-Gasse",8,0
Levasseurgasse 5,"1230 Wien, Levasseurgasse",34,4
Anton-Freunschlag-Gasse 80,"1230 Wien, Anton-Freunschlag-Gasse",11,0
Hans-Werndl-Hof,"1230 Wien, Breitenfurter Straße",11,5
Brunner Straße 18,"1230 Wien, Brunner Straße",42,2
Carlbergergasse 43,"1230 Wien, Carlbergergasse",10,0
Ziedlergasse 5,"1230 Wien, Ziedlergasse",27,0
Klostermanngasse 13,"1230 Wien, Klostermanngasse",14,1
Canavesegasse 6-8,"1230 Wien, Canavesegasse",87,5
Erlaaer Straße 125-129,"1230 Wien, Erlaaer Straße",40,2
Erlaaer Straße 154-158,"1230 Wien, Erlaaer Straße",35,4
Färbermühlgasse 11,"1230 Wien, Färbermühlgasse",34,2
Kolbegasse 30-32,"1230 Wien, Kolbegasse",51,2
Karl-Krestan-Gasse 5,"1230 Wien, Karl-Krestan-Gasse",47,1
Triester Straße 205,"1230 Wien, Triester Straße",58,1
Dr.-Neumann-Gasse 8-10,"1230 Wien, Dr.-Neumann-Gasse",48,2
Elisenstraße 28-30,"1230 Wien, Elisenstraße",23,0
Färbermühlgasse 5,"1230 Wien, Färbermühlgasse",29,2
Rudolf-Zeller-Gasse 67,"1230 Wien, Rudolf-Zeller-Gasse",82,1
Haeckelstraße 4,"1230 Wien, Haeckelstraße",51,5
Elisenstraße 24-26,"1230 Wien, Elisenstraße",37,3
Seybelgasse 3a,"1230 Wien, Seybelgasse",65,1
Erlaaer Straße 123,"1230 Wien, Erlaaer Straße",42,3
Gregorygasse 47,"1230 Wien, Gregorygasse",221,0
Peterlinigasse 12-16,"1230 Wien, Peterlinigasse",148,6
Kanitzgasse 2-6,"1230 Wien, Kanitzgasse",48,3
Marktgemeindegasse 44-50,"1230 Wien, Marktgemeindegasse",87,15
Ziedlergasse 28,"1230 Wien, Ziedlergasse",156,0
Hochwassergasse 58,"1230 Wien, Hochwassergasse",79,6
Kaiser-Franz-Josef-Straße 23-25,"1230 Wien, Kaiser-Franz-Josef-Straße",33,0
Elisenstraße 110-116,"1230 Wien, Elisenstraße",132,0
Ketzergasse 42,"1230 Wien, Ketzergasse",38,6
Kaltenleutgebner Straße 1,"1230 Wien, Kaltenleutgebner Straße",23,2
Pülslgasse 10,"1230 Wien, Pülslgasse",25,0
Canavesegasse 9-15,"1230 Wien, Canavesegasse",72,1
Valentingasse 7,"1230 Wien, Valentingasse",59,4
Färbermühlgasse 9,"1230 Wien, Färbermühlgasse",14,1
Josef-Endlweber-Gasse 3-5,"1230 Wien, Josef-Endlweber-Gasse",28,3
Breitenfurter Straße 556,"1230 Wien, Breitenfurter Straße",30,3
Johann-Hörbiger-Gasse 24-28,"1230 Wien, Johann-Hörbiger-Gasse",184,12
Karl-Heinz-Straße 22a,"1230 Wien, Karl-Heinz-Straße",10,0
Maurer Hauptplatz 5,"1230 Wien, Maurer Hauptplatz",22,5
Breitenfurter Straße 477-485,"1230 Wien, Breitenfurter Straße",138,12
Arabellagasse 2-10,"1230 Wien, Arabellagasse",181,15
Maurer Hauptplatz 2,"1230 Wien, Maurer Hauptplatz",40,10
Gutheil-Schoder-Gasse 68-76,"1230 Wien, Gutheil-Schoder-Gasse",218,13
Rudolf-Zeller-Gasse 14a,"1230 Wien, Rudolf-Zeller-Gasse",16,0
Ketzergasse 101-103,"1230 Wien, Ketzergasse",40,5
Altmannsdorfer Straße 164-182,"1230 Wien, Altmannsdorfer Straße",1172,31
Gregorygasse 35-45,"1230 Wien, Gregorygasse",220,11
Hochwassergasse 60,"1230 Wien, Hochwassergasse",99,5
Rudolf-Zeller-Gasse 69,"1230 Wien, Rudolf-Zeller-Gasse",180,1
Breitenfurter Straße 299-303,"1230 Wien, Breitenfurter Straße",72,4
Erlaaer Straße 131-133,"1230 Wien, Erlaaer Straße",128,4
Ketzergasse 56,"1230 Wien, Ketzergasse",3,2
Erlaaer Straße 6-10,"1230 Wien, Erlaaer Straße",27,4
Höpflergasse 6,"1230 Wien, Höpflergasse",131,50
Ketzergasse 26,"1230 Wien, Ketzergasse",117,4
Gregorygasse 20-26,"1230 Wien, Gregorygasse",129,7
Färbermühlgasse 8,"1230 Wien, Färbermühlgasse",32,0
Karl-Schwed-Gasse 48-50,"1230 Wien, Karl-Schwed-Gasse",334,34
Färbermühlgasse 12-14,"1230 Wien, Färbermühlgasse",60,0
Erlaaer Straße 55-63,"1230 Wien, Erlaaer Straße",207,13
Färbermühlgasse 15,"1230 Wien, Färbermühlgasse",59,2
Pülslgasse 3,"1230 Wien, Pülslgasse",39,3
Dirmhirngasse 16-18,"1230 Wien, Dirmhirngasse",388,12
Breitenfurter Straße 338,"1230 Wien, Breitenfurter Straße",98,19
Khekgasse 41,"1230 Wien, Khekgasse",15,1
Khekgasse 45,"1230 Wien, Khekgasse",26,2
Brunner Straße 21,"1230 Wien, Brunner Straße",70,7
Wagenmanngasse 3,"1230 Wien, Wagenmanngasse",33,1
Breitenfurter Straße 360-368,"1230 Wien, Breitenfurter Straße",89,30
Breitenfurter Straße 519-521,"1230 Wien, Breitenfurter Straße",63,1
Breitenfurter Straße 555-557,"1230 Wien, Breitenfurter Straße",24,5
Rudolf-Zeller-Gasse 71,"1230 Wien, Rudolf-Zeller-Gasse",146,3
Mehlführergasse 26-28,"1230 Wien, Mehlführergasse",147,1
Amstergasse 1,"1230 Wien, Amstergasse",98,7
Breitenfurter Straße 291-297,"1230 Wien, Breitenfurter Straße",63,20
Ketzergasse 376-382,"1230 Wien, Ketzergasse",50,12
Ketzergasse 435-437,"1230 Wien, Ketzergasse",23,4
Meisgeyergasse 18,"1230 Wien, Meisgeyergasse",10,0
Keltengasse 4,"1230 Wien, Keltengasse",215,4
Erlaaer Straße 11-15,"1230 Wien, Erlaaer Straße",27,0
Knotzenbachgasse 39-45,"1230 Wien, Knotzenbachgasse",34,1
Karl-Tornay-Gasse 37-43,"1230 Wien, Karl-Tornay-Gasse",822,22
Josef-Österreicher-Gasse 20-22,"1230 Wien, Josef-Österreicher-Gasse",30,2
Johann-Gottek-Gasse 18,"1230 Wien, Johann-Gottek-Gasse",25,1
Maurer Hauptplatz 11,"1230 Wien, Maurer Hauptplatz",19,3
Pfarrgasse 61,"1230 Wien, Pfarrgasse",185,2
Mehlführergasse 22-24,"1230 Wien, Mehlführergasse",39,0
Kellerberggasse 55-57,"1230 Wien, Kellerberggasse",24,2
Rudolf-Zeller-Gasse 4-8,"1230 Wien, Rudolf-Zeller-Gasse",23,1
Breitenfurter Straße 401-413,"1230 Wien, Breitenfurter Straße",323,26
Pfarrgasse 34-44,"1230 Wien, Pfarrgasse",457,14
Kolbegasse 44,"1230 Wien, Kolbegasse",304,11
Oldenburggasse 13-27,"1230 Wien, Oldenburggasse",217,9
Traviatagasse 12-16,"1230 Wien, Traviatagasse",171,7
Weyprechtgasse 7,"1160 Wien, Weyprechtgasse",12,1
Gallgasse 71,"1130 Wien, Gallgasse",56,2
Gaßmannstraße 41,"1120 Wien, Gaßmannstraße",17,0
Leidesdorfgasse 1,"1190 Wien, Leidesdorfgasse",7,0
Margaretenstraße 108,"1050 Wien, Margaretenstraße",24,2
Grieshofgasse 12,"1120 Wien, Grieshofgasse",9,0
Polgarstraße 1-3,"1220 Wien, Polgarstraße",192,7
Koppstraße 11,"1160 Wien, Koppstraße",29,3
Franz-Glaser-Gasse 1-3,"1170 Wien, Franz-Glaser-Gasse",13,2
Rosa-Jochmann-Ring 3,"1110 Wien, Rosa-Jochmann-Ring",254,5
Rosa-Jochmann-Ring 1,"1110 Wien, Rosa-Jochmann-Ring",108,3
"Viehtriftgasse 9, 11, 12, 14","1210 Wien, Viehtriftgasse",250,3
Linzer Straße 386-390,"1140 Wien, Linzer Straße",24,3
Bachgasse 12,"1160 Wien, Bachgasse",18,1
Würffelgasse 6-8,"1150 Wien, Würffelgasse",24,2
Hanreitergasse 13,"1210 Wien, Hanreitergasse",159,1
Rosa-Jochmann-Ring 5,"1110 Wien, Rosa-Jochmann-Ring",542,40
Am Hofgartel 3-7,"1110 Wien, Am Hofgartel",275,6
Am Hofgartel 8-10,"1110 Wien, Am Hofgartel",182,3
Dr.-Eberle-Gasse 2-8,"1100 Wien, Dr.-Eberle-Gasse",107,0
Dernjacgasse 10,"1230 Wien, Dernjacgasse",45,3
Dernjacgasse 4,"1230 Wien, Dernjacgasse",47,2
Rudolf-Nurejew-Promenade 9,"1220 Wien, Rudolf-Nurejew-Promenade",0,0
Haslingergasse 35,"1170 Wien, Haslingergasse",17,2
Simmeringer Hauptstraße 108 A,"1110 Wien, Simmeringer Hauptstraße",16,6
Arndtstraße 74-76,"1120 Wien, Arndtstraße",27,2
Reithofferplatz 10,"1150 Wien, Reithofferplatz",16,1
Allerheiligengasse 5,"1200 Wien, Allerheiligengasse",40,1
Albertisgasse 3,"1210 Wien, Albertisgasse",26,2
Ferdinand-Käs-Gasse 3,"1210 Wien, Ferdinand-Käs-Gasse",164,2
Prandaugasse 3,"1220 Wien, Prandaugasse",149,5
Markgraf-Gerold-Gasse 18,"1220 Wien, Markgraf-Gerold-Gasse",80,1
Müllnermaisgasse 11,"1220 Wien, Müllnermaisgasse",89,2
Ketzergasse 312-314,"1230 Wien, Ketzergasse",18,0
Jedlersdorfer Straße 180,"1210 Wien, Jedlersdorfer Straße",58,0
Wankläckergasse 36,"1210 Wien, Wankläckergasse",46,0
Korbergasse 4-6,"1120 Wien, Korbergasse",17,1
Geiselbergstraße 54,"1110 Wien, Geiselbergstraße",8,1
Gerasdorfer Straße 332,"1210 Wien, Gerasdorfer Straße",19,3
Hahnemanngasse 3,"1210 Wien, Hahnemanngasse",47,0
Opfermanngasse 1,"1160 Wien, Opfermanngasse",20,2
Hartlebengasse 1-17,"1220 Wien, Hartlebengasse",1017,19
Rößlergasse 15,"1230 Wien, Rößlergasse",74,4
Otto-Probst-Straße 12,"1100 Wien, Otto-Probst-Straße",77,0
Otto-Probst-Platz 1,"1100 Wien, Otto-Probst-Platz",122,9
Schäffergasse 10,"1040 Wien, Schäffergasse",33,1
Geringergasse 22,"1110 Wien, Geringergasse",0,2
Geringergasse 27,"1110 Wien, Geringergasse",0,9
Sagedergasse 11,"1120 Wien, Sagedergasse",0,2
Emichgasse 4,"1220 Wien, Emichgasse",0,8
Siebenbürgerstraße 14,"1220 Wien, Siebenbürgerstraße",0,25
